340	320
340	4
340	118
340	345
340	89
340	369
340	17
340	84
340	289
340	68
340	165
340	32
340	417
543	422
543	48
543	476
543	467
543	473
543	463
543	400
543	389
543	491
543	514
543	209
543	150
543	360
543	393
2	364
2	64
2	301
2	535
2	162
2	444
2	270
2	418
2	347
2	88
2	199
2	372
2	110
2	538
2	251
2	142
2	166
2	108
2	264
2	58
2	505
2	104
2	453
2	322
2	409
80	152
80	64
80	75
80	323
80	397
80	228
80	11
80	96
80	327
80	444
80	515
80	418
80	143
80	0
80	199
80	244
190	373
190	99
190	430
190	516
190	472
190	111
190	246
190	8
190	114
190	9
190	229
190	52
190	381
463	518
463	72
463	285
463	74
463	536
463	278
463	400
463	351
463	69
463	491
463	377
463	385
463	470
463	209
463	437
463	150
463	360
463	389
463	393
33	46
33	177
33	444
33	107
33	419
33	405
33	505
33	507
33	269
33	412
33	47
33	469
33	110
33	538
33	533
33	37
33	418
33	89
33	10
33	440
33	104
33	497
33	251
33	239
534	40
534	527
534	358
534	531
534	63
534	314
534	221
534	36
534	343
534	153
534	487
534	481
534	207
534	500
534	263
139	364
139	533
139	444
139	142
139	458
139	117
139	177
139	89
139	50
139	14
139	419
139	405
139	124
139	84
139	497
139	88
139	191
139	115
139	269
139	239
139	469
372	517
372	11
372	483
452	368
295	280
295	4
295	118
295	174
295	302
295	156
295	382
295	84
295	289
295	230
295	429
295	277
295	320
295	474
295	202
295	61
295	265
295	434
295	307
295	17
295	195
295	488
295	402
295	71
295	336
295	165
295	233
47	50
47	533
47	371
47	177
47	77
47	357
47	91
47	10
47	405
47	124
47	497
47	81
47	37
47	193
47	412
47	248
47	384
355	110
355	152
355	241
355	53
355	162
355	244
355	199
355	11
355	170
355	301
355	408
131	347
131	49
131	114
131	290
131	229
131	528
131	74
131	78
251	323
251	535
251	162
251	444
251	303
251	269
251	64
251	317
251	42
251	529
251	53
251	308
251	54
251	409
251	191
251	440
251	469
251	533
251	37
251	234
251	59
251	89
251	10
251	439
251	104
251	128
251	301
251	288
251	384
251	46
251	259
251	152
251	398
251	397
251	187
251	83
251	121
251	395
251	493
251	419
251	505
251	143
251	515
251	115
251	364
251	112
251	408
251	110
251	538
251	260
251	347
251	418
251	222
251	228
251	11
251	108
251	264
251	58
251	199
251	453
251	84
251	184
251	244
251	239
76	182
76	366
76	519
76	499
76	1
148	5
148	319
312	172
312	229
312	379
312	516
312	294
27	404
27	485
27	268
27	137
27	524
27	324
27	275
27	542
27	38
27	145
27	82
27	242
27	341
27	403
27	326
281	159
281	134
281	473
281	400
281	273
281	389
281	138
281	25
281	361
281	518
281	48
281	72
281	467
281	396
281	247
281	69
281	436
281	491
281	370
281	186
281	157
281	272
281	437
281	360
281	390
282	280
282	4
282	434
282	277
282	61
282	156
282	307
282	382
282	474
282	17
282	488
282	402
282	165
97	159
97	21
97	473
97	30
97	377
97	183
97	129
97	337
97	62
97	392
97	178
97	325
97	504
97	328
97	448
97	396
97	98
97	180
97	69
97	272
97	133
97	360
440	46
440	391
440	58
440	64
440	397
440	217
440	535
440	288
440	444
440	515
440	419
440	533
440	143
440	303
440	88
440	409
440	191
440	469
440	259
440	538
440	75
440	37
440	234
440	510
440	301
440	11
440	18
440	505
440	199
440	128
440	453
440	418
440	184
440	304
440	529
525	69
525	238
525	518
525	334
525	123
525	78
525	247
525	393
271	458
226	342
226	347
226	176
226	414
226	437
497	346
497	508
497	177
497	451
497	66
497	162
497	444
497	220
497	152
497	54
497	274
497	469
497	85
497	425
497	505
497	397
497	24
497	91
497	23
497	106
497	10
497	225
497	201
497	58
497	458
497	501
497	493
497	405
497	208
497	427
497	90
497	37
497	110
497	50
497	329
497	142
497	332
497	12
497	124
497	304
497	371
497	244
497	239
411	204
411	182
411	366
411	415
523	338
523	92
523	95
523	26
523	30
523	31
523	482
523	120
523	28
523	328
523	200
523	512
523	22
523	531
523	5
523	235
523	293
523	36
523	396
523	539
523	119
523	305
523	390
213	485
213	283
213	366
213	499
213	204
213	182
213	1
21	512
21	392
21	211
21	330
21	180
21	129
21	337
21	31
21	92
21	325
21	379
21	360
21	349
82	404
82	145
82	268
82	137
82	524
82	324
82	275
82	542
82	38
82	485
82	242
82	341
82	272
82	403
82	326
280	4
280	277
280	302
280	156
280	369
280	84
280	272
280	230
280	429
280	174
280	320
280	474
280	202
280	61
280	89
280	307
280	488
280	17
280	195
280	434
280	402
280	289
280	165
545	58
545	191
545	481
200	512
200	73
200	22
200	539
200	92
200	26
200	168
200	5
200	396
200	31
200	482
200	36
200	319
200	196
200	28
200	504
200	159
200	328
200	119
200	305
302	320
302	4
302	202
302	174
302	277
302	307
302	488
302	84
302	17
302	434
302	230
302	165
302	195
203	39
203	225
203	323
203	130
288	58
288	64
288	323
288	397
288	187
288	535
288	162
288	444
288	515
288	269
288	505
288	143
288	427
288	308
288	88
288	191
288	364
288	175
288	259
288	425
288	256
288	170
288	228
288	11
288	108
288	199
288	363
260	152
260	301
260	323
260	537
260	121
260	162
260	0
260	405
260	42
260	418
260	143
260	515
260	199
260	412
260	408
260	259
260	538
260	505
260	16
260	112
260	11
260	241
260	18
260	10
260	104
260	53
260	244
419	110
419	533
419	493
419	453
419	37
419	234
419	538
419	60
419	106
419	444
419	405
419	177
419	128
419	170
419	308
419	469
419	239
208	346
208	298
208	206
208	395
208	162
208	405
208	143
208	297
208	427
208	225
208	224
208	142
208	140
208	505
208	37
208	16
208	122
208	10
208	12
208	304
208	110
303	505
303	298
303	352
303	397
303	409
303	535
303	515
303	398
303	234
415	485
415	182
415	366
415	204
28	73
28	218
28	396
28	92
28	26
28	149
28	31
28	351
28	504
28	482
28	512
28	22
28	328
28	448
28	168
28	305
28	235
28	388
28	247
28	293
28	539
28	119
28	5
129	494
129	286
129	392
129	445
129	95
129	388
129	247
129	133
129	183
129	62
129	188
129	245
129	370
129	257
238	335
238	337
238	62
238	449
238	388
238	360
238	74
1	283
1	366
1	499
1	204
1	182
1	266
513	348
513	257
513	390
262	147
262	79
262	486
262	397
262	205
262	465
262	43
262	160
262	41
262	215
262	127
262	86
262	450
262	179
96	301
96	29
96	397
96	241
96	327
96	496
96	515
96	444
96	64
96	199
96	362
96	0
96	75
75	397
75	367
75	327
75	496
75	304
75	143
75	170
75	88
75	68
137	404
137	485
137	268
137	524
137	532
137	324
137	275
137	542
137	145
137	466
137	242
137	341
137	403
137	326
222	259
222	301
222	199
222	323
222	397
222	244
222	535
222	496
222	515
222	234
222	317
222	104
222	128
222	453
222	88
222	143
222	191
222	409
222	250
222	408
12	110
12	91
12	298
12	480
12	357
12	170
12	162
12	405
12	304
12	297
12	371
12	60
12	171
12	427
12	239
509	126
511	58
511	156
511	323
511	367
511	10
511	405
511	124
511	529
511	143
511	515
511	19
511	250
255	121
532	268
532	326
331	494
331	159
331	176
331	211
331	133
331	26
331	30
331	31
331	482
331	62
331	36
331	178
331	286
331	325
331	150
331	498
331	448
331	334
331	388
331	360
331	319
331	186
331	377
331	539
331	392
331	401
331	385
331	462
104	241
104	397
104	535
104	121
104	162
104	0
104	317
104	42
104	418
104	53
104	347
104	88
104	409
104	364
104	408
104	259
104	538
104	533
104	529
104	234
104	108
104	10
104	128
104	453
104	327
104	184
104	301
104	244
381	249
381	516
381	114
381	229
381	52
381	8
487	40
487	358
487	531
487	63
487	314
487	500
487	221
487	343
487	527
487	376
487	153
487	207
487	350
487	263
402	4
402	118
402	488
402	156
402	369
402	382
402	84
402	272
402	429
402	277
402	320
402	474
402	202
402	181
402	61
402	307
402	17
402	195
402	434
402	289
402	165
402	417
163	4
163	84
401	448
401	133
401	388
401	183
401	62
74	291
74	471
74	433
74	476
74	467
74	330
74	305
74	388
74	273
74	69
74	120
74	337
74	286
74	214
74	93
74	78
74	361
74	70
528	116
528	290
528	492
528	49
528	135
494	392
494	176
494	95
494	98
494	30
494	31
494	286
494	188
494	150
494	349
494	512
494	457
494	257
494	334
494	126
494	410
494	388
494	183
494	321
494	70
494	390
529	259
529	58
529	64
529	397
529	535
529	162
529	444
529	515
529	194
529	143
529	88
529	199
529	191
529	364
529	175
529	408
529	110
529	323
529	84
529	505
529	234
529	11
529	241
529	108
529	18
529	128
529	367
529	170
529	453
529	327
529	53
529	244
529	301
529	239
441	484
441	101
441	35
441	132
441	435
441	306
441	292
441	194
441	386
441	310
441	105
441	459
441	479
323	339
323	367
323	217
323	535
323	156
323	162
323	152
323	515
323	64
323	317
323	42
323	170
323	54
323	274
323	191
323	224
323	505
323	24
323	510
323	241
323	10
323	259
323	18
323	250
323	391
323	58
323	397
323	130
323	395
323	456
323	169
323	418
323	143
323	352
323	88
323	364
323	175
323	408
323	110
323	453
323	444
323	142
323	11
323	108
323	264
323	451
323	199
323	39
323	301
323	171
323	496
323	244
201	237
201	298
201	206
201	177
201	77
201	367
201	162
201	515
201	269
201	405
201	171
201	297
201	399
201	140
201	493
201	505
201	397
201	170
201	253
201	357
201	106
201	81
201	371
201	122
201	193
35	438
35	101
35	132
35	424
35	435
35	306
35	292
35	194
35	386
35	310
35	105
35	161
35	484
35	459
35	479
49	135
49	67
49	116
49	290
49	93
49	492
49	59
515	64
515	451
515	535
515	308
515	162
515	444
515	269
515	317
515	84
515	409
515	227
515	191
515	505
515	37
515	234
515	113
515	241
515	10
515	18
515	128
515	301
515	259
515	152
515	397
515	217
515	327
515	250
515	496
515	143
515	88
515	364
515	175
515	408
515	237
515	538
515	453
515	510
515	418
515	228
515	11
515	108
515	58
515	199
515	170
515	171
515	244
138	389
138	436
138	48
138	272
138	361
138	273
472	373
472	246
472	114
472	146
472	229
472	52
6	471
6	416
6	309
6	428
480	110
480	391
480	425
480	298
480	397
480	177
480	77
480	357
480	170
480	162
480	50
480	367
480	371
480	274
480	427
480	297
84	118
84	44
84	252
84	156
84	369
84	407
84	54
84	4
84	409
84	191
84	115
84	336
84	320
84	265
84	59
84	89
84	32
84	488
84	272
84	417
84	46
84	398
84	277
84	345
84	121
84	174
84	71
84	289
84	364
84	184
84	158
84	474
84	181
84	164
84	382
84	443
84	434
84	503
84	307
84	61
84	34
84	17
84	195
84	68
84	394
84	233
84	239
52	430
52	461
52	94
52	111
52	338
52	151
52	249
52	114
52	229
52	146
52	8
349	159
349	45
349	211
349	473
349	123
349	30
349	87
349	335
349	133
349	377
349	514
349	189
349	433
349	403
349	150
349	448
349	512
349	498
349	22
349	257
349	330
349	334
349	305
349	98
349	353
349	167
349	325
349	360
349	385
291	26
291	45
291	103
291	183
147	86
147	43
147	215
147	179
147	465
147	160
147	450
147	41
147	79
147	127
256	187
448	73
448	22
448	433
448	167
448	98
448	278
448	30
448	388
448	62
448	31
448	377
448	123
24	391
24	493
24	329
24	458
24	501
24	170
24	162
24	444
24	14
24	405
24	177
24	533
24	367
24	124
24	142
24	239
24	50
182	485
182	204
182	283
182	366
182	499
182	266
59	428
59	398
59	244
59	83
59	317
59	384
59	342
59	195
59	54
59	289
59	68
59	115
59	112
59	116
59	239
367	64
367	177
367	77
367	66
367	162
367	352
367	269
367	206
367	505
367	510
367	122
367	106
367	10
367	493
367	18
367	298
367	254
367	301
367	391
367	152
367	81
367	397
367	91
367	405
367	418
367	143
367	297
367	224
367	90
367	110
367	50
367	329
367	142
367	11
367	170
367	199
367	371
367	171
367	304
367	357
367	244
414	339
414	158
414	241
414	176
414	483
414	192
414	342
414	520
414	39
414	546
414	244
99	294
99	246
99	172
99	249
99	114
99	3
99	229
99	379
99	489
454	376
454	100
454	442
454	498
527	40
527	358
527	474
527	63
527	314
527	231
527	350
527	221
527	343
527	263
527	376
527	207
527	500
527	153
186	212
186	69
186	473
186	536
186	278
186	467
186	359
186	285
186	377
186	214
186	150
186	123
186	437
51	243
51	218
51	232
51	392
379	249
379	114
379	229
500	40
500	173
500	358
500	531
500	63
500	314
500	263
500	231
500	376
500	388
500	221
500	71
500	333
500	468
500	343
500	153
500	207
500	350
79	41
79	397
79	486
79	465
79	43
79	215
79	127
79	179
79	86
79	450
79	205
30	433
30	92
30	133
30	95
30	167
30	87
30	20
30	285
30	377
30	189
30	188
30	393
30	150
30	445
30	512
30	467
30	211
30	98
30	247
30	344
30	325
30	390
45	257
45	87
45	388
45	183
45	462
45	62
45	321
45	504
45	360
45	445
397	64
397	177
397	217
397	142
397	162
397	220
397	485
397	237
397	171
397	127
397	409
397	191
397	267
397	425
397	533
397	247
397	160
